unit_id,created_at,golden,id,missed,started_at,tainted,channel,trust,worker_id,country,region,city,ip,relevant2brexit,opinion,tweet_id,relevant2brexit_gold,tweet,opinion_gold
2662117784,2/28/2020 21:18,FALSE,5487496287,,2/28/2020 21:16,FALSE,feca,0.7143,45230998,USA,NY,New York,162.243.246.160,yes,-1,1.22446E+18,,Barnier effectively has just said the eu is determined to give UK a worse deal than Canada on the basis of geographical proximity. The eu truly is terrified of having a competitor on their doorstep! Bring it on. What a pathetic backward introverted institution. #brexit,
2662117784,2/28/2020 21:18,FALSE,5487496999,,2/28/2020 21:17,FALSE,neodev,0.8571,41401394,VEN,4,Maracay,190.77.124.112,yes,-1,1.22446E+18,,Barnier effectively has just said the eu is determined to give UK a worse deal than Canada on the basis of geographical proximity. The eu truly is terrified of having a competitor on their doorstep! Bring it on. What a pathetic backward introverted institution. #brexit,
2662117784,2/28/2020 21:18,FALSE,5487497000,,2/28/2020 21:16,FALSE,clixsense,0.7,43842317,PRT,4,Guimarães,89.152.31.233,yes,0,1.22446E+18,,Barnier effectively has just said the eu is determined to give UK a worse deal than Canada on the basis of geographical proximity. The eu truly is terrified of having a competitor on their doorstep! Bring it on. What a pathetic backward introverted institution. #brexit,
2662117784,2/28/2020 21:19,FALSE,5487498024,,2/28/2020 21:18,FALSE,clixsense,0.8462,45646072,PER,15,Lima,179.6.195.192,yes,-1,1.22446E+18,,Barnier effectively has just said the eu is determined to give UK a worse deal than Canada on the basis of geographical proximity. The eu truly is terrified of having a competitor on their doorstep! Bring it on. What a pathetic backward introverted institution. #brexit,
2662117784,2/28/2020 21:23,FALSE,5487501824,,2/28/2020 21:16,FALSE,feca,1,45592554,USA,NY,New York,107.170.145.187,no,,1.22446E+18,,Barnier effectively has just said the eu is determined to give UK a worse deal than Canada on the basis of geographical proximity. The eu truly is terrified of having a competitor on their doorstep! Bring it on. What a pathetic backward introverted institution. #brexit,
2662117785,2/28/2020 20:57,FALSE,5487473667,,2/28/2020 20:57,FALSE,clixsense,0.7419,45105981,PER,15,Lima,179.6.195.192,yes,1,1.22446E+18,,Financial Times Tuesday: Javid set to miss surplus target as finances head for ¬£12BN black hole. @EdConwaySky @faisalislam @SkyNews @Peston #Brexit https://t.co/nioucbeYIl,
2662117785,2/28/2020 21:07,FALSE,5487484750,,2/28/2020 21:05,FALSE,neodev,0.7368,45490744,VEN,25,Caracas,201.210.63.40,yes,0,1.22446E+18,,Financial Times Tuesday: Javid set to miss surplus target as finances head for ¬£12BN black hole. @EdConwaySky @faisalislam @SkyNews @Peston #Brexit https://t.co/nioucbeYIl,
2662117785,2/28/2020 21:08,FALSE,5487486135,,2/28/2020 21:08,FALSE,feca,0.7647,45349038,USA,AZ,Chandler,23.83.129.202,yes,0,1.22446E+18,,Financial Times Tuesday: Javid set to miss surplus target as finances head for ¬£12BN black hole. @EdConwaySky @faisalislam @SkyNews @Peston #Brexit https://t.co/nioucbeYIl,
2662117785,2/28/2020 21:13,FALSE,5487490828,,2/28/2020 21:12,FALSE,feca,0.9091,45196656,VEN,7,Altamira,186.89.120.36,yes,0,1.22446E+18,,Financial Times Tuesday: Javid set to miss surplus target as finances head for ¬£12BN black hole. @EdConwaySky @faisalislam @SkyNews @Peston #Brexit https://t.co/nioucbeYIl,
2662117785,2/28/2020 21:17,FALSE,5487495796,,2/28/2020 21:16,FALSE,clixsense,0.8421,45305979,VEN,11,Blanquillo,190.205.214.150,no,,1.22446E+18,,Financial Times Tuesday: Javid set to miss surplus target as finances head for ¬£12BN black hole. @EdConwaySky @faisalislam @SkyNews @Peston #Brexit https://t.co/nioucbeYIl,
2662117786,2/28/2020 21:05,FALSE,5487482033,,2/28/2020 21:04,FALSE,instagc,0.7833,45351233,GBR,I3,Gillingham,94.11.188.244,yes,-1,1.22446E+18,,"We're into real Trump territory now.

#Trump and #Brexit - both part of the same right-wing agenda. https://t.co/LJIiS9Zil4",
2662117786,2/28/2020 21:05,FALSE,5487482471,,2/28/2020 21:04,FALSE,feca,0.75,45563765,VEN,14,Caño Raya,190.97.233.2,yes,0,1.22446E+18,,"We're into real Trump territory now.

#Trump and #Brexit - both part of the same right-wing agenda. https://t.co/LJIiS9Zil4",
2662117786,2/28/2020 21:05,FALSE,5487482582,,2/28/2020 21:04,FALSE,feca,0.9375,45353416,ARG,7,Buenos Aires,24.232.86.12,yes,0,1.22446E+18,,"We're into real Trump territory now.

#Trump and #Brexit - both part of the same right-wing agenda. https://t.co/LJIiS9Zil4",
2662117786,2/28/2020 21:06,FALSE,5487483870,,2/28/2020 21:04,FALSE,feca,0.7692,45627778,USA,NV,185.242.5.0/24,185.242.5.99,yes,-1,1.22446E+18,,"We're into real Trump territory now.

#Trump and #Brexit - both part of the same right-wing agenda. https://t.co/LJIiS9Zil4",
2662117786,2/28/2020 21:40,FALSE,5487517103,,2/28/2020 21:34,FALSE,feca,0.7143,45267467,VEN,3,Arichuna,190.78.169.138,yes,1,1.22446E+18,,"We're into real Trump territory now.

#Trump and #Brexit - both part of the same right-wing agenda. https://t.co/LJIiS9Zil4",
2662117787,2/28/2020 21:17,FALSE,5487495879,,2/28/2020 21:17,FALSE,instagc,0.7833,45351233,GBR,I3,Gillingham,94.11.188.244,yes,-1,1.22446E+18,,"Johnson never wanted a deal. He wants to disrupt European democracies. If it doesn't work out, he will enjoy live in a dacha #Brexit",
2662117787,2/28/2020 21:17,FALSE,5487496100,,2/28/2020 21:17,FALSE,feca,0.7647,45349038,USA,AZ,Chandler,23.83.129.202,yes,0,1.22446E+18,,"Johnson never wanted a deal. He wants to disrupt European democracies. If it doesn't work out, he will enjoy live in a dacha #Brexit",
2662117787,2/28/2020 21:25,FALSE,5487504019,,2/28/2020 21:17,FALSE,feca,1,45504582,VEN,14,Mérida,190.77.184.152,yes,1,1.22446E+18,,"Johnson never wanted a deal. He wants to disrupt European democracies. If it doesn't work out, he will enjoy live in a dacha #Brexit",
2662117787,2/28/2020 21:50,FALSE,5487533325,,2/28/2020 21:47,FALSE,feca,0.8889,45438667,VEN,19,Altagracia,190.203.238.210,yes,2,1.22446E+18,,"Johnson never wanted a deal. He wants to disrupt European democracies. If it doesn't work out, he will enjoy live in a dacha #Brexit",
2662117787,2/28/2020 22:44,FALSE,5487590166,,2/28/2020 22:36,FALSE,feca,0.8333,45605493,VEN,2,Bergantín,190.75.8.173,yes,-1,1.22446E+18,,"Johnson never wanted a deal. He wants to disrupt European democracies. If it doesn't work out, he will enjoy live in a dacha #Brexit",
2662117788,2/28/2020 20:40,FALSE,5487437595,,2/28/2020 20:38,FALSE,feca,1,45596345,USA,FL,Miami,104.223.127.201,yes,1,1.22433E+18,,"""This feels like a critical time for our movement. #Brexit, #climatechange and automation are just a few of the major issues that will impact working people.""

Read about @shavtaj's priorities as she takes on the roll of Wales TUC General Secretary.

https://t.co/aGlCqVKP8O https://t.co/R3edqR29Qz",
2662117788,2/28/2020 20:41,FALSE,5487437847,,2/28/2020 20:38,FALSE,feca,0.7895,45303254,VEN,25,Caracas,186.167.243.159,yes,-1,1.22433E+18,,"""This feels like a critical time for our movement. #Brexit, #climatechange and automation are just a few of the major issues that will impact working people.""

Read about @shavtaj's priorities as she takes on the roll of Wales TUC General Secretary.

https://t.co/aGlCqVKP8O https://t.co/R3edqR29Qz",
2662117788,2/28/2020 20:55,FALSE,5487470611,,2/28/2020 20:53,FALSE,feca,0.75,45563765,VEN,14,Caño Raya,190.97.233.2,yes,-1,1.22433E+18,,"""This feels like a critical time for our movement. #Brexit, #climatechange and automation are just a few of the major issues that will impact working people.""

Read about @shavtaj's priorities as she takes on the roll of Wales TUC General Secretary.

https://t.co/aGlCqVKP8O https://t.co/R3edqR29Qz",
2662117788,2/28/2020 20:55,FALSE,5487470651,,2/28/2020 20:54,FALSE,clixsense,0.7419,45105981,PER,15,Lima,179.6.195.192,yes,0,1.22433E+18,,"""This feels like a critical time for our movement. #Brexit, #climatechange and automation are just a few of the major issues that will impact working people.""

Read about @shavtaj's priorities as she takes on the roll of Wales TUC General Secretary.

https://t.co/aGlCqVKP8O https://t.co/R3edqR29Qz",
2662117788,2/28/2020 21:03,FALSE,5487480574,,2/28/2020 21:02,FALSE,neodev,0.7368,45490744,VEN,25,Caracas,201.210.63.40,yes,-1,1.22433E+18,,"""This feels like a critical time for our movement. #Brexit, #climatechange and automation are just a few of the major issues that will impact working people.""

Read about @shavtaj's priorities as she takes on the roll of Wales TUC General Secretary.

https://t.co/aGlCqVKP8O https://t.co/R3edqR29Qz",
2662117789,2/28/2020 21:09,FALSE,5487486933,,2/28/2020 21:08,FALSE,feca,0.8182,45575164,ROU,14,Constanta,188.26.64.96,yes,0,1.22446E+18,,Yes and no... Just like #Brexit I think that you'd need 2/3 of the votes or you'd divide a country. https://t.co/47M0GgZKhV,
2662117789,2/28/2020 21:10,FALSE,5487487570,,2/28/2020 21:08,FALSE,clixsense,0.8333,45312122,VEN,25,Caracas,186.167.243.26,yes,-1,1.22446E+18,,Yes and no... Just like #Brexit I think that you'd need 2/3 of the votes or you'd divide a country. https://t.co/47M0GgZKhV,
2662117789,2/28/2020 21:10,FALSE,5487488022,,2/28/2020 21:08,FALSE,feca,0.75,45563765,VEN,14,Caño Raya,190.97.233.2,yes,0,1.22446E+18,,Yes and no... Just like #Brexit I think that you'd need 2/3 of the votes or you'd divide a country. https://t.co/47M0GgZKhV,
2662117789,2/28/2020 21:11,FALSE,5487488368,,2/28/2020 21:08,FALSE,feca,0.7179,45486427,VEN,25,Caracas,201.209.224.79,yes,0,1.22446E+18,,Yes and no... Just like #Brexit I think that you'd need 2/3 of the votes or you'd divide a country. https://t.co/47M0GgZKhV,
2662117789,2/28/2020 21:18,FALSE,5487496762,,2/28/2020 21:08,FALSE,feca,0.9,45455492,VEN,18,Acarigua,190.75.222.195,yes,-1,1.22446E+18,,Yes and no... Just like #Brexit I think that you'd need 2/3 of the votes or you'd divide a country. https://t.co/47M0GgZKhV,
2662117790,2/28/2020 21:10,FALSE,5487487664,,2/28/2020 21:09,FALSE,feca,0.75,45207631,PER,15,Lima,179.6.204.45,yes,1,1.22437E+18,,:'Groundhog day' for investors as pound sinks again over no-deal Brexit fears #Brexit https://t.co/f2TtTWbEJs,
2662117790,2/28/2020 21:10,FALSE,5487487839,,2/28/2020 21:09,FALSE,feca,0.8372,45453988,USA,NY,Buffalo,198.12.76.217,yes,0,1.22437E+18,,:'Groundhog day' for investors as pound sinks again over no-deal Brexit fears #Brexit https://t.co/f2TtTWbEJs,
2662117790,2/28/2020 21:11,FALSE,5487488570,,2/28/2020 21:09,FALSE,feca,0.9,45231273,VEN,7,Valencia,186.95.28.37,yes,-1,1.22437E+18,,:'Groundhog day' for investors as pound sinks again over no-deal Brexit fears #Brexit https://t.co/f2TtTWbEJs,
2662117790,2/28/2020 21:19,FALSE,5487497642,,2/28/2020 21:16,FALSE,clixsense,0.9375,44757797,VEN,25,Caracas,186.167.245.190,yes,-1,1.22437E+18,,:'Groundhog day' for investors as pound sinks again over no-deal Brexit fears #Brexit https://t.co/f2TtTWbEJs,
2662117790,2/28/2020 23:05,FALSE,5487609708,,2/28/2020 23:02,FALSE,neodev,0.8,45215691,VEN,13,Barquisimeto,201.249.121.16,yes,0,1.22437E+18,,:'Groundhog day' for investors as pound sinks again over no-deal Brexit fears #Brexit https://t.co/f2TtTWbEJs,
2662117791,2/28/2020 21:18,FALSE,5487497073,,2/28/2020 21:18,FALSE,feca,0.7647,45461174,PER,15,Lima,190.233.26.138,yes,0,1.22446E+18,,Just got this info from Twitter - The vile individual Who posted that awful tweet about #Brexit and #Auschwitz https://t.co/WlbkUkDk6x,
2662117791,2/28/2020 21:19,FALSE,5487497604,,2/28/2020 21:18,FALSE,feca,0.9091,45196656,VEN,7,Altamira,186.89.120.36,yes,0,1.22446E+18,,Just got this info from Twitter - The vile individual Who posted that awful tweet about #Brexit and #Auschwitz https://t.co/WlbkUkDk6x,
2662117791,2/28/2020 21:20,FALSE,5487499061,,2/28/2020 21:18,FALSE,neodev,0.7059,45377341,VEN,23,Alitain,186.94.3.79,no,,1.22446E+18,,Just got this info from Twitter - The vile individual Who posted that awful tweet about #Brexit and #Auschwitz https://t.co/WlbkUkDk6x,
2662117791,2/28/2020 21:50,FALSE,5487533143,,2/28/2020 21:48,FALSE,feca,0.8333,45577678,VEN,25,Caracas,186.167.248.57,yes,0,1.22446E+18,,Just got this info from Twitter - The vile individual Who posted that awful tweet about #Brexit and #Auschwitz https://t.co/WlbkUkDk6x,
2662117791,2/28/2020 21:57,FALSE,5487540550,,2/28/2020 21:48,FALSE,feca,1,45675345,USA,NY,New York,107.170.145.187,yes,2,1.22446E+18,,Just got this info from Twitter - The vile individual Who posted that awful tweet about #Brexit and #Auschwitz https://t.co/WlbkUkDk6x,
2662117792,2/28/2020 21:04,FALSE,5487481248,,2/28/2020 21:03,FALSE,instagc,0.7833,45351233,GBR,I3,Gillingham,94.11.188.244,yes,-1,1.22446E+18,,How the awful #Brexit will impact #Entrepreneurship and #diversity.  https://t.co/XZACwfwqdk,
2662117792,2/28/2020 21:05,FALSE,5487482175,,2/28/2020 21:03,FALSE,gifthunterclub,0.8667,45596761,VEN,13,Barquisimeto,201.243.10.162,yes,-1,1.22446E+18,,How the awful #Brexit will impact #Entrepreneurship and #diversity.  https://t.co/XZACwfwqdk,
2662117792,2/28/2020 21:05,FALSE,5487482334,,2/28/2020 21:03,FALSE,feca,0.8667,45456753,USA,AZ,Phoenix,23.81.61.156,yes,-1,1.22446E+18,,How the awful #Brexit will impact #Entrepreneurship and #diversity.  https://t.co/XZACwfwqdk,
2662117792,2/28/2020 21:10,FALSE,5487487408,,2/28/2020 21:06,FALSE,feca,0.7143,45541666,VEN,25,Caracas,190.73.12.185,yes,-1,1.22446E+18,,How the awful #Brexit will impact #Entrepreneurship and #diversity.  https://t.co/XZACwfwqdk,
2662117792,2/28/2020 21:12,FALSE,5487489506,,2/28/2020 21:03,FALSE,feca,0.75,45309580,VEN,13,Barquisimeto,190.200.147.24,yes,-1,1.22446E+18,,How the awful #Brexit will impact #Entrepreneurship and #diversity.  https://t.co/XZACwfwqdk,
2662117793,2/28/2020 9:45,FALSE,5486682931,,2/28/2020 9:45,FALSE,instagc,0.7833,45351233,GBR,I3,Gillingham,94.11.188.244,yes,0,1.22446E+18,,@lewis_goodall After #Brexit we now know that we have always been at war with Eurasia,
2662117793,2/28/2020 9:52,FALSE,5486690047,,2/28/2020 9:50,FALSE,feca,0.7619,45220201,VEN,4,Maracay,186.92.177.190,yes,0,1.22446E+18,,@lewis_goodall After #Brexit we now know that we have always been at war with Eurasia,
2662117793,2/28/2020 9:54,FALSE,5486692771,,2/28/2020 9:52,FALSE,clixsense,1,28665063,ESP,31,Alcantarilla,84.123.115.178,yes,0,1.22446E+18,,@lewis_goodall After #Brexit we now know that we have always been at war with Eurasia,
2662117793,2/28/2020 20:38,FALSE,5487435397,,2/28/2020 20:35,FALSE,clixsense,0.8889,45395388,PER,15,Lima,179.6.195.192,yes,-1,1.22446E+18,,@lewis_goodall After #Brexit we now know that we have always been at war with Eurasia,
2662117793,2/28/2020 21:32,FALSE,5487510868,,2/28/2020 21:31,FALSE,feca,0.7143,45267467,VEN,3,Arichuna,190.78.169.138,yes,-1,1.22446E+18,,@lewis_goodall After #Brexit we now know that we have always been at war with Eurasia,
2662117794,2/28/2020 20:56,FALSE,5487472122,,2/28/2020 20:55,FALSE,clixsense,0.7419,45105981,PER,15,Lima,179.6.195.192,yes,0,1.22446E+18,,"We've left the EU 3 days ago. Yet @Conservatives are still blaming the European Union for incompetencies within the Tories. Too ignorant to sit they're a bunch of clueless smug turds.
#Brexit",
2662117794,2/28/2020 20:56,FALSE,5487472941,,2/28/2020 20:55,FALSE,neodev,0.7273,44980817,VEN,4,Maracay,186.92.151.78,yes,-1,1.22446E+18,,"We've left the EU 3 days ago. Yet @Conservatives are still blaming the European Union for incompetencies within the Tories. Too ignorant to sit they're a bunch of clueless smug turds.
#Brexit",
2662117794,2/28/2020 20:56,FALSE,5487472983,,2/28/2020 20:55,FALSE,clixsense,0.7368,39592819,TUR,35,Izmir,85.107.88.123,yes,1,1.22446E+18,,"We've left the EU 3 days ago. Yet @Conservatives are still blaming the European Union for incompetencies within the Tories. Too ignorant to sit they're a bunch of clueless smug turds.
#Brexit",
2662117794,2/28/2020 21:02,FALSE,5487479180,,2/28/2020 20:55,FALSE,feca,0.7179,45486427,VEN,25,Caracas,201.209.224.79,yes,0,1.22446E+18,,"We've left the EU 3 days ago. Yet @Conservatives are still blaming the European Union for incompetencies within the Tories. Too ignorant to sit they're a bunch of clueless smug turds.
#Brexit",
2662117794,2/28/2020 21:07,FALSE,5487484754,,2/28/2020 21:05,FALSE,neodev,0.7368,45490744,VEN,25,Caracas,201.210.63.40,yes,-1,1.22446E+18,,"We've left the EU 3 days ago. Yet @Conservatives are still blaming the European Union for incompetencies within the Tories. Too ignorant to sit they're a bunch of clueless smug turds.
#Brexit",
2662117795,2/28/2020 21:16,FALSE,5487495000,,2/28/2020 21:16,FALSE,feca,0.7647,45461174,PER,15,Lima,190.233.26.138,yes,2,1.22341E+18,,"The meaning of Brexit: 
""God Save the Queen!"" 
""Fuck the Pope!"" 
This is Brexit and everything about it is ugly and dangerous. #Brexit https://t.co/7gP3jTG8g1",
2662117795,2/28/2020 21:17,FALSE,5487495878,,2/28/2020 21:16,FALSE,feca,1,45601014,USA,FL,Miami,136.0.117.79,yes,-1,1.22341E+18,,"The meaning of Brexit: 
""God Save the Queen!"" 
""Fuck the Pope!"" 
This is Brexit and everything about it is ugly and dangerous. #Brexit https://t.co/7gP3jTG8g1",
2662117795,2/28/2020 21:19,FALSE,5487497459,,2/28/2020 21:16,FALSE,clixsense,0.7368,39592819,TUR,35,Izmir,85.107.88.123,yes,-1,1.22341E+18,,"The meaning of Brexit: 
""God Save the Queen!"" 
""Fuck the Pope!"" 
This is Brexit and everything about it is ugly and dangerous. #Brexit https://t.co/7gP3jTG8g1",
2662117795,2/28/2020 21:19,FALSE,5487497736,,2/28/2020 21:18,FALSE,feca,0.8182,45648796,VEN,25,Caracas,186.90.228.173,yes,1,1.22341E+18,,"The meaning of Brexit: 
""God Save the Queen!"" 
""Fuck the Pope!"" 
This is Brexit and everything about it is ugly and dangerous. #Brexit https://t.co/7gP3jTG8g1",
2662117795,2/28/2020 21:19,FALSE,5487498308,,2/28/2020 21:16,FALSE,feca,1,45405012,VEN,13,Barquisimeto,190.200.146.25,yes,0,1.22341E+18,,"The meaning of Brexit: 
""God Save the Queen!"" 
""Fuck the Pope!"" 
This is Brexit and everything about it is ugly and dangerous. #Brexit https://t.co/7gP3jTG8g1",
2662117796,2/28/2020 21:18,FALSE,5487496239,,2/28/2020 21:17,FALSE,feca,0.7647,45461174,PER,15,Lima,190.233.26.138,yes,0,1.22446E+18,,"@mtaulty Does the Australia Deal allow the U.K. to partecipate to #Eurovision???

#brexit",
2662117796,2/28/2020 21:18,FALSE,5487496290,,2/28/2020 21:16,FALSE,feca,0.7143,45230998,USA,NY,New York,162.243.246.160,no,,1.22446E+18,,"@mtaulty Does the Australia Deal allow the U.K. to partecipate to #Eurovision???

#brexit",
2662117796,2/28/2020 21:18,FALSE,5487496985,,2/28/2020 21:17,FALSE,neodev,0.8571,41401394,VEN,4,Maracay,190.77.124.112,yes,0,1.22446E+18,,"@mtaulty Does the Australia Deal allow the U.K. to partecipate to #Eurovision???

#brexit",
2662117796,2/28/2020 21:19,FALSE,5487498025,,2/28/2020 21:18,FALSE,clixsense,0.8462,45646072,PER,15,Lima,179.6.195.192,yes,0,1.22446E+18,,"@mtaulty Does the Australia Deal allow the U.K. to partecipate to #Eurovision???

#brexit",
2662117796,2/28/2020 21:23,FALSE,5487501822,,2/28/2020 21:16,FALSE,feca,1,45592554,USA,NY,New York,107.170.145.187,no,,1.22446E+18,,"@mtaulty Does the Australia Deal allow the U.K. to partecipate to #Eurovision???

#brexit",
2662117797,2/28/2020 21:16,FALSE,5487493979,,2/28/2020 21:15,FALSE,feca,0.9,45231273,VEN,7,Valencia,186.95.28.37,yes,-1,1.22446E+18,,"Not saying #brexit has been responsible, but I'm pretty sure watching the UK throw away everything it's worked towards for 40+ years hasn't helped!",
2662117797,2/28/2020 21:18,FALSE,5487496535,,2/28/2020 21:15,FALSE,clixsense,0.8333,45655458,USA,NJ,Clifton,104.131.66.8,yes,2,1.22446E+18,,"Not saying #brexit has been responsible, but I'm pretty sure watching the UK throw away everything it's worked towards for 40+ years hasn't helped!",
2662117797,2/28/2020 21:18,FALSE,5487497057,,2/28/2020 21:15,FALSE,feca,0.8333,45662212,VEN,13,Barquisimeto,190.79.158.200,yes,-1,1.22446E+18,,"Not saying #brexit has been responsible, but I'm pretty sure watching the UK throw away everything it's worked towards for 40+ years hasn't helped!",
2662117797,2/28/2020 21:19,FALSE,5487497648,,2/28/2020 21:15,FALSE,feca,0.8333,45534905,USA,AZ,Phoenix,23.81.55.235,yes,-1,1.22446E+18,,"Not saying #brexit has been responsible, but I'm pretty sure watching the UK throw away everything it's worked towards for 40+ years hasn't helped!",
2662117797,2/28/2020 21:46,FALSE,5487528154,,2/28/2020 21:45,FALSE,feca,0.8571,45581874,VEN,23,Maracaibo,200.84.238.57,yes,1,1.22446E+18,,"Not saying #brexit has been responsible, but I'm pretty sure watching the UK throw away everything it's worked towards for 40+ years hasn't helped!",
2662117798,2/28/2020 21:07,FALSE,5487484332,,2/28/2020 21:06,FALSE,feca,0.7647,45349038,USA,AZ,Chandler,23.83.129.202,yes,0,1.2239E+18,,"""I'm not going to walk away""

Nigel Farage tells #Marr his #Brexit Party will still exist as an ""insurance policy""

https://t.co/PzJTYnbucf https://t.co/HkLx6VWStl",
2662117798,2/28/2020 21:07,FALSE,5487484669,,2/28/2020 21:06,FALSE,clixsense,0.7368,39592819,TUR,35,Izmir,85.107.88.123,yes,0,1.2239E+18,,"""I'm not going to walk away""

Nigel Farage tells #Marr his #Brexit Party will still exist as an ""insurance policy""

https://t.co/PzJTYnbucf https://t.co/HkLx6VWStl",
2662117798,2/28/2020 21:07,FALSE,5487485067,,2/28/2020 21:06,FALSE,feca,0.7,45184116,EGY,17,Assiut,197.40.182.97,yes,0,1.2239E+18,,"""I'm not going to walk away""

Nigel Farage tells #Marr his #Brexit Party will still exist as an ""insurance policy""

https://t.co/PzJTYnbucf https://t.co/HkLx6VWStl",
2662117798,2/28/2020 21:09,FALSE,5487486493,,2/28/2020 21:06,FALSE,feca,0.8372,45453988,USA,NY,Buffalo,198.12.76.217,yes,0,1.2239E+18,,"""I'm not going to walk away""

Nigel Farage tells #Marr his #Brexit Party will still exist as an ""insurance policy""

https://t.co/PzJTYnbucf https://t.co/HkLx6VWStl",
2662117798,2/28/2020 21:39,FALSE,5487516447,,2/28/2020 21:36,FALSE,clixsense,1,45351131,PER,15,Lima,190.237.79.155,yes,-1,1.2239E+18,,"""I'm not going to walk away""

Nigel Farage tells #Marr his #Brexit Party will still exist as an ""insurance policy""

https://t.co/PzJTYnbucf https://t.co/HkLx6VWStl",
2662117799,2/28/2020 21:16,FALSE,5487494738,,2/28/2020 21:15,FALSE,feca,0.9375,45353416,ARG,7,Buenos Aires,24.232.86.12,yes,0,1.22412E+18,,AyoCaesar The #PeoplesVote brigade know in their hearts it was their own intransigence that enabled a hard Tory #Brexit. What we're witnessing from the likes of @EmmaKennedy and @IanDunt is denial. It's much easier to blame Jeremy Corbyn than it is to admit they f*cked it up themselves.,
